Country,Country.Code,Region,Income.Group,Year,le,po_und,co2,hexp,edu,Unemployment,Injuries,comm_dis,non_comm_dis,gdp_bill,acc_wtr,avg_le,avg_po_und,avg_co2,avg_hexp,avg_edu,avg_comm_dis,avg_non_comm_dis,avg_gdp_bill,avg_acc_wtr,europe_region,EU_member,population
Armenia,ARM,Europe & Central Asia,Upper middle income,2007,72.815,6.9,5199.999809265,5.49814558,3.018939972,9.81000042,92994.89,98901.2,796328.81,9.206,83.169924325,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,3004398
Armenia,ARM,Europe & Central Asia,Upper middle income,2008,72.946,5.6,5690.00005722,6.6397624,3.172729969,14.392999649,91654.04,97242.98,803568.89,11.662,83.290892298,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2983425
Armenia,ARM,Europe & Central Asia,Upper middle income,2009,73.118,4.4,4510.000228882,8.44377995,3.840790033,18.440000534,90683.22,94419.59,800241.45,8.648,83.26616462,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2964300
Armenia,ARM,Europe & Central Asia,Upper middle income,2010,73.331,3.7,4340.000152588,9.23539066,3.249000072,19.010000229,89368.82,91218.33,796897.9,9.26,83.241589354,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2946296
Armenia,ARM,Europe & Central Asia,Upper middle income,2011,73.572,3.4,4940.00005722,9.37587833,3.143850088,18.440000534,88337.73,88024.47,793471.02,10.142,83.217169341,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2928984
Armenia,ARM,Europe & Central Asia,Upper middle income,2012,73.82,3.2,5719.999790192,9.134552,2.772480011,17.299999237,87241.65,83418.32,784451.29,10.619,83.192889034,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2914428
Armenia,ARM,Europe & Central Asia,Upper middle income,2013,74.056,3.2,5500,10.32344532,2.650180101,16.180000305,82888.24,79985.07,769111.51,11.121,83.169022609,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2901386
Armenia,ARM,Europe & Central Asia,Upper middle income,2014,74.273,2.8,5480.000019073,10.17827034,2.247240067,17.5,82132.09,77987.01,767444.84,11.61,83.145348035,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2889937
Armenia,ARM,Europe & Central Asia,Upper middle income,2015,74.467,2.8,5340.000152588,10.11763382,2.80591011,18.260000229,83366.36,76354.25,777344.69,10.553,83.078210717,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2878598
Armenia,ARM,Europe & Central Asia,Upper middle income,2016,74.64,2.7,5070.000171661,9.95196629,2.75812006,17.620000839,85975.39,75795.64,773727.64,10.546,82.934730861,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2865841
Armenia,ARM,Europe & Central Asia,Upper middle income,2017,74.797,2.8,5369.999885559,10.36270523,2.707590103,17.700000763,78192.14,71411.13,775713.1,11.527,82.791458376,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2851929
Armenia,ARM,Europe & Central Asia,Upper middle income,2018,74.945,2.9,5710.000038147,10.00543404,2.255870104,18.969999313,77822.54,68406.13,777588.26,12.458,82.959838041,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2836563
Armenia,ARM,Europe & Central Asia,Upper middle income,2019,75.087,3.1,6170.000076294,11.33526421,2.561850071,18.299999237,77080.05,65538.36,779634.15,13.619,82.82284776,73.472736842,8.252631579,4840.526322315,8.305677238,2.72887372963158,91350.347894737,784318.087368421,8.585947368,83.027114481,Central and Eastern Europe,0,2820604
Austria,AUT,Europe & Central Asia,High income,2001,78.575609756,2.5,67910,9.26942921,5.575479984,4.010000229,240208.86,77701.17,2101883.59,197.509,96.89049777,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8039633
Austria,AUT,Europe & Central Asia,High income,2002,78.67804878,2.5,69370.002746582,9.3947649,5.522130013,4.849999905,239073.82,77002.74,2109744.02,214.395,98.264875907,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8078994
Austria,AUT,Europe & Central Asia,High income,2003,78.631707317,2.5,74459.999084473,9.5472393,5.361830235,4.78000021,237801.53,79025.4,2119400.92,262.274,98.264875907,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8120105
Austria,AUT,Europe & Central Asia,High income,2004,79.180487805,2.5,75800.003051758,9.70939827,5.302430153,5.829999924,235461,78557.79,2108821.97,301.458,97.404272931,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8171215
Austria,AUT,Europe & Central Asia,High income,2005,79.331707317,2.5,76239.99786377,9.62702942,5.249370098,5.630000114,235313.1,78402.4,2112187.42,316.092,97.575534668,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8227034
Austria,AUT,Europe & Central Asia,High income,2006,79.880487805,2.5,74099.998474121,9.5311327,5.226520061,5.239999771,231352.73,75740.57,2099786.94,336.28,97.746797684,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8267771
Austria,AUT,Europe & Central Asia,High income,2007,80.180487805,2.5,71239.99786377,9.53209686,5.146900177,4.860000134,229374.53,75609.67,2105388.2,389.186,97.918054695,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8294720
Austria,AUT,Europe & Central Asia,High income,2008,80.431707317,2.5,70730.003356934,9.72564602,5.263959885,4.130000114,227424.14,74647.17,2106358.2,432.052,98.089314017,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8321134
Austria,AUT,Europe & Central Asia,High income,2009,80.331707317,2.5,64419.998168945,10.22582531,5.730249882,5.300000191,228336.17,74331.63,2128101.77,401.759,98.260576446,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8342939
Austria,AUT,Europe & Central Asia,High income,2010,80.580487805,2.5,69959.999084473,10.22101879,5.700479984,4.820000172,227369.12,74422.54,2132385.61,392.275,98.431837032,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8362829
Austria,AUT,Europe & Central Asia,High income,2011,80.982926829,2.5,68269.996643066,10.02613258,5.592269897,4.559999943,224081.37,73137.18,2140932.71,431.685,98.603095343,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8391201
Austria,AUT,Europe & Central Asia,High income,2012,80.936585366,2.5,65110.000610352,10.19915581,5.480400085,4.869999886,222823.18,71933.91,2157893.31,409.402,98.774352702,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8429641
Austria,AUT,Europe & Central Asia,High income,2013,81.136585366,2.5,65750,10.28574944,5.547110081,5.329999924,221039.53,72469.03,2170714.25,430.191,98.912641857,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8479542
Austria,AUT,Europe & Central Asia,High income,2014,81.490243902,2.5,62049.999237061,10.36809254,5.447619915,5.619999886,220416.34,72492.17,2184339.79,442.585,98.911030882,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8546066
Austria,AUT,Europe & Central Asia,High income,2015,81.190243902,2.5,63240.001678467,10.36746693,5.456580162,5.71999979,223311.72,73858.54,2207913.77,381.971,98.909421345,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8642422
Austria,AUT,Europe & Central Asia,High income,2016,81.641463415,2.5,63680.000305176,10.3522625,5.47961998,6.010000229,222291.57,74719.76,2209407.67,395.837,98.907808189,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8736491
Austria,AUT,Europe & Central Asia,High income,2017,81.643902439,2.5,65860.000610352,10.38460541,5.371590137,5.5,222679.74,75555.41,2206395.42,417.261,98.906202054,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8797497
Austria,AUT,Europe & Central Asia,High income,2018,81.692682927,2.5,63060.001373291,10.31750679,5.224520206,4.849999905,223597.89,75111.35,2215363.91,454.991,98.904474815,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8840518
Austria,AUT,Europe & Central Asia,High income,2019,81.895121951,2.5,64769.996643066,10.43403149,5.426614496,4.489999771,225666.76,75664.3,2230867.28,444.621,98.902619131,80.442747112,2.5,68211.578778719,9.97466233,5.42661449636842,75283.301578947,2149888.77631579,371.148631579,98.346225441,Western Europe,1,8879939
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2001,67.054,17,26400,2.75590682,3.503420115,10.909999847,235307.74,904186.52,1816141.16,5.708,59.488413396,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,8282030
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2002,67.391,13.4,26180.000305176,2.73279428,3.154459953,10.039999962,232758.51,872912.98,1853916.87,6.236,97.06175451,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,8372128
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2003,67.791,10.4,28569.999694824,2.73471093,3.286149979,9.170000076,231078.66,859723.72,1911157.73,7.276,97.233012395,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,8462335
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2004,68.249,7.4,28309.999465942,2.66530418,3.447700024,7.989999771,233436.77,847989.94,1953795.35,8.68,61.343767051,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,8556168
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2005,68.747,4.8,30040.000915527,2.26107669,2.974620104,7.260000229,240229.35,826520.96,2003781.9,13.245,61.954677337,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,8656243
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2006,69.259,2.8,30489.999771118,2.06678391,2.555520058,6.619999886,235261.82,797478.5,2025824.48,20.982,62.561894122,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,8763353
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2007,69.752,2.5,27629.999160767,1.99021435,2.549279928,6.329999924,236193.72,761497.67,2039977.68,33.049,63.165578667,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,8878408
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2008,70.201,2.5,30450.00076294,1.93880892,2.44092989,5.860000134,237996.51,740106.62,2083159.54,48.851,63.765391413,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,8999697
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2009,70.597,2.5,25500,2.6137836,3.224309921,5.739999771,237392.31,718762.42,2118300.33,44.292,64.361510407,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,9119630
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2010,70.938,2.5,24309.999465942,2.48996663,2.780620098,5.630000114,241384.76,704355.35,2151954.91,52.909,64.956114734,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,9237203
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2011,71.234,2.5,27280.000686646,2.44641805,2.435640097,5.420000076,241187.41,684477.49,2188172.16,65.953,65.548627208,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,9359018
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2012,71.506,2.5,30110.000610352,2.96481562,2.067630053,5.190000057,239277.56,662588.92,2216053.68,69.68,66.138644311,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,9485577
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2013,71.768,2.5,30940.000534058,3.03672314,2.442130089,4.96999979,240576.8,640168.09,2239681.23,74.161,66.725847858,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,9614478
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2014,72.022,2.5,32240.001678467,3.37713742,2.633039951,4.909999847,242605.73,615808.67,2268409.04,75.24,67.309698118,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,9741879
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2015,72.266,2.5,31770.000457764,4.10663605,2.951679945,4.960000038,244774.93,591168.71,2291755.1,53.076,67.889782734,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,9863485
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2016,72.493,2.5,32240.001678467,4.03655434,2.903409958,5,246723.85,563663.79,2328939.55,37.867,68.465682405,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,9976254
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2017,72.693,2.5,31959.999084473,3.73651457,2.473819971,5,243624.94,534197.47,2374777.3,40.867,69.036984685,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,10071569
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2018,72.864,2.5,32729.999542236,3.55621028,2.455430031,4.900000095,246823.74,508519.04,2388581.76,47.112,69.603265888,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,10152524
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2019,73.005,2.5,35509.998321533,4.03829002,2.681080103,4.849999905,246274.45,485453.75,2425972.43,48.174,70.16406507,70.517368421,4.647368421,29613.684322960,2.923613147,2.78741422463158,701030.558421053,2141071.16842105,39.650421053,68.777616437,Central and Eastern Europe,0,10232761
Belarus,BLR,Europe & Central Asia,Upper middle income,2001,68.507317073,2.5,51880,5.70827103,5.117542617,11.553999901,843472.15,221301.07,3630110.19,12.355,81.963068649,71.144672657,2.594736842,57167.368180124,5.623336241,5.11754261663158,189845.768421053,3387425.44052632,48.124,89.114443761,Central and Eastern Europe,0,10201212
Belarus,BLR,Europe & Central Asia,Upper middle income,2002,68.056097561,2.7,51840.000152588,5.62329483,5.117542617,10.906999588,857464.44,223663.05,3764341.1,14.595,87.594617057,71.144672657,2.594736842,57167.368180124,5.623336241,5.11754261663158,189845.768421053,3387425.44052632,48.124,89.114443761,Central and Eastern Europe,0,10135391
Belarus,BLR,Europe & Central Asia,Upper middle income,2003,68.553658537,3.3,52700.000762939,5.76984167,5.117542617,10.324000359,821518.17,219612.81,3683432.69,17.825,87.71558368,71.144672657,2.594736842,57167.368180124,5.623336241,5.11754261663158,189845.768421053,3387425.44052632,48.124,89.114443761,Central and Eastern Europe,0,10065881
Belarus,BLR,Europe & Central Asia,Upper middle income,2004,68.956097561,3.3,56040.000915527,5.73709631,5.712259769,9.819999695,802915.18,214228.32,3621483.98,23.142,83.361906522,71.144672657,2.594736842,57167.368180124,5.623336241,5.11754261663158,189845.768421053,3387425.44052632,48.124,89.114443761,Central and Eastern Europe,0,9999713
Belarus,BLR,Europe & Central Asia,Upper middle income,2005,68.851219512,2.5,56779.998779297,6.07036781,5.871029854,9.062999725,812527.83,216458.96,3659225.81,30.21,84.445198774,71.144672657,2.594736842,57167.368180124,5.623336241,5.11754261663158,189845.768421053,3387425.44052632,48.124,89.114443761,Central and Eastern Europe,0,9935166
Belarus,BLR,Europe & Central Asia,Upper middle income,2006,69.404878049,2.5,59119.998931885,5.57381344,6.076960087,8.399999619,775312.25,212457.23,3561255.05,36.962,85.509944025,71.144672657,2.594736842,57167.368180124,5.623336241,5.11754261663158,189845.768421053,3387425.44052632,48.124,89.114443761,Central and Eastern Europe,0,9874700
Belarus,BLR,Europe & Central Asia,Upper middle income,2007,70.207317073,2.5,57650.001525879,5.69203281,5.152100086,7.672999859,721860.14,206641.27,3437233.81,45.276,86.556447489,71.144672657,2.594736842,57167.368180124,5.623336241,5.11754261663158,189845.768421053,3387425.44052632,48.124,89.114443761,Central and Eastern Europe,0,9825990
Belarus,BLR,Europe & Central Asia,Upper middle income,2008,70.456097561,2.5,60529.998779297,5.29415369,5.117542617,7.032000065,722381.65,203231.67,3421909.67,60.752,87.585240804,71.144672657,2.594736842,57167.368180124,5.623336241,5.11754261663158,189845.768421053,3387425.44052632,48.124,89.114443761,Central and Eastern Europe,0,9787829
